684, 405
686, 324
688, 405
690, 324
692, 405
694, 324
696, 405
698, 324
700, 405
702, 324
704, 405
706, 324
708, 405
710, 324
712, 405
714, 324
716, 405
718, 324
720, 405
722, 324
724, 405
726, 405
728, 10
730, 10
732, 10
734, 10
736, 10
738, 405
740, 324
742, 405
744, 324
746, 405
748, 324
750, 405
752, 324
754, 405
756, 324
758, 405
760, 324
762, 405
764, 324
766, 405
768, 324
770, 405
772, 324
774, 405
776, 324
778, 405
780, 405
782, 10
784, 10
786, 10
788, 10
790, 10
792, 405
794, 324
796, 405
798, 324
800, 405
802, 324
804, 405
806, 324
808, 405
810, 324
812, 405
814, 324
816, 405
818, 324
820, 405
822, 324
824, 405
826, 324
828, 405
830, 324
832, 405
834, 405
836, 10
838, 10
840, 10
842, 10
844, 10
846, 405
848, 324
850, 405
852, 324
854, 405
856, 324
858, 405
860, 324
862, 405
864, 324
866, 405
868, 324
870, 405
872, 324
874, 405
876, 324
878, 405
880, 324
882, 405
884, 324
886, 405
888, 405
890, 10
892, 10
894, 10
896, 10
898, 10
900, 405
902, 324
904, 405
906, 324
908, 405
910, 324
912, 405
914, 324
916, 405
918, 324
920, 405
922, 324
924, 405
926, 324
928, 405
930, 324
932, 405
934, 324
936, 405
938, 324
940, 405
942, 405
944, 10
946, 10
948, 10
950, 10
952, 10
954, 405
956, 324
958, 405
960, 324
962, 405
964, 324
966, 405
968, 324
970, 405
972, 324
974, 405
976, 324
978, 405
980, 324
982, 405
984, 324
986, 405
988, 324
990, 405
992, 324
994, 405
996, 405
998, 10
1000, 10
1002, 10
1004, 10
1006, 10
1008, 405
1010, 324
1012, 405
1014, 324
1016, 405
1018, 324
1020, 405
1022, 324
1024, 405
1026, 324
1028, 405
1030, 324
1032, 405
1034, 324
1036, 405
1038, 324
1040, 405
1042, 324
1044, 405
1046, 324
1048, 405
1050, 405
1052, 10
1054, 10
1056, 10
1058, 10
1060, 10
1062, 405
1064, 324
1066, 405
1068, 324
1070, 405
1072, 324
1074, 405
1076, 324
1078, 405
1080, 324
1082, 405
1084, 324
1086, 405
1088, 324
1090, 405
1092, 324
1094, 405
1096, 324
1098, 405
1100, 324
1102, 405
1104, 405
1106, 10
1108, 10
1110, 10
1112, 10
1114, 10
1116, 405
1118, 324
1120, 405
1122, 324
1124, 405
1126, 324
1128, 405
1130, 324
1132, 405
1134, 324
1136, 405
1138, 324
1140, 405
1142, 324
1144, 405
1146, 324
1148, 405
1150, 324
1152, 405
1154, 324
1156, 405
1158, 405
1160, 10
1162, 10
1164, 10
1166, 10
1168, 10
1170, 405
1172, 324
1174, 405
1176, 324
1178, 405
1180, 324
1182, 405
1184, 324
1186, 405
1188, 324
1190, 405
1192, 324
1194, 405
1196, 324
1198, 405
1200, 324
1202, 405
1204, 324
1206, 405
1208, 324
1210, 405
1212, 405
1214, 10
1216, 10
1218, 10
1220, 10
1222, 10
1224, 405
1226, 324
1228, 405
1230, 324
1232, 405
1234, 324
1236, 405
1238, 324
1240, 405
1242, 324
1244, 405
1246, 324
1248, 405
1250, 324
1252, 405
1254, 324
1256, 405
1258, 324
1260, 405
1262, 324
1264, 405
1266, 405
1268, 10
1270, 10
1272, 10
1274, 10
1276, 10
1278, 405
1280, 324
1282, 405
1284, 324
1286, 405
1288, 324
1290, 405
1292, 324
1294, 405
1296, 324
1298, 405
1300, 324
1302, 405
1304, 324
1306, 405
1308, 324
1310, 405
1312, 324
1314, 405
1316, 324
1318, 405
1320, 405
1322, 10
1324, 10
1326, 10
1328, 10
1330, 10
1332, 405
1334, 324
1336, 405
1338, 324
1340, 405
1342, 324
1344, 405
1346, 324
1348, 405
1350, 324
1352, 405
1354, 324
1356, 405
1358, 324
1360, 405
1362, 324
1364, 405
1366, 324
1368, 405
1370, 324
1372, 405
1374, 405
1376, 10
1378, 10
1380, 10
1382, 10
1384, 10
1386, 405
1388, 324
1390, 405
1392, 324
1394, 405
1396, 324
1398, 405
1400, 324
1402, 405
1404, 324
1406, 405
1408, 324
1410, 405
1412, 324
1414, 405
1416, 324
1418, 405
1420, 324
1422, 405
1424, 324
1426, 405
1428, 405
1430, 10
1432, 10
1434, 10
1436, 10
1438, 10
1440, 405
1442, 324
1444, 405
1446, 324
1448, 405
1450, 324
1452, 405
1454, 324
1456, 405
1458, 324
1460, 405
1462, 324
1464, 405
1466, 324
1468, 405
1470, 324
1472, 405
1474, 324
1476, 405
1478, 324
1480, 405
1482, 405
1484, 10
1486, 10
1488, 10
1490, 10
1492, 10
1494, 405
1496, 324
1498, 405
1500, 324
1502, 405
1504, 324
1506, 405
1508, 324
1510, 405
1512, 324
1514, 405
1516, 324
1518, 405
1520, 324
1522, 405
1524, 324
1526, 405
1528, 324
1530, 405
1532, 324
1534, 405
1536, 405
1538, 10
1540, 10
1542, 10
1544, 10
1546, 10
1548, 405
1550, 324
1552, 405
1554, 324
1556, 405
1558, 324
1560, 405
1562, 324
1564, 405
1566, 324
1568, 405
1570, 324
1572, 405
1574, 324
1576, 405
1578, 324
1580, 405
1582, 324
1584, 405
1586, 324
1588, 405
1590, 405
1592, 10
1594, 10
1596, 10
1598, 10
1600, 10
1602, 405
1604, 324
1606, 405
1608, 324
1610, 405
1612, 324
1614, 405
1616, 324
1618, 405
1620, 324
1622, 405
1624, 324
1626, 405
1628, 324
1630, 405
1632, 324
1634, 405
1636, 324
1638, 405
1640, 324
1642, 405
1644, 405
1646, 10
1648, 10
1650, 10
1652, 10
1654, 10
1656, 405
1658, 324
1660, 405
1662, 324
1664, 405
1666, 324
1668, 405
1670, 324
1672, 405
1674, 324
1676, 405
1678, 324
1680, 405
1682, 324
1684, 405
1686, 324
1688, 405
1690, 324
1692, 405
1694, 324
1696, 405
1698, 405
1700, 10
1702, 10
1704, 10
1706, 10
1708, 10
1710, 405
1712, 324
1714, 405
1716, 324
1718, 405
1720, 324
1722, 405
1724, 324
1726, 405
1728, 324
1730, 405
1732, 324
1734, 405
1736, 324
1738, 405
1740, 324
1742, 405
1744, 324
1746, 405
1748, 324
1750, 405
1752, 405
1754, 10
1756, 10
1758, 10
1760, 10
1762, 10
1764, 405
1766, 324
1768, 405
1770, 324
1772, 405
1774, 324
1776, 405
1778, 324
1780, 405
1782, 324
1784, 405
1786, 324
1788, 405
1790, 324
1792, 405
1794, 324
1796, 405
1798, 324
1800, 405
1802, 324
1804, 405
1806, 405
1808, 10
1810, 10
1812, 10
1814, 10
1816, 10
1818, 405
1820, 324
1822, 405
1824, 324
1826, 405
1828, 324
1830, 405
1832, 324
1834, 405
1836, 324
1838, 405
1840, 324
1842, 405
1844, 324
1846, 405
1848, 324
1850, 405
1852, 324
1854, 405
1856, 324
1858, 405
1860, 405
1862, 10
1864, 10
1866, 10
1868, 10
1870, 10
1872, 405
1874, 324
1876, 405
1878, 324
1880, 405
1882, 324
1884, 405
1886, 324
1888, 405
1890, 324
1892, 405
1894, 324
1896, 405
1898, 324
1900, 405
1902, 324
1904, 405
1906, 324
1908, 405
1910, 324
1912, 405
1914, 405
1916, 10
1918, 10
1920, 10
1922, 10
1924, 10
1926, 405
1928, 324
1930, 405
1932, 324
1934, 405
1936, 324
1938, 405
1940, 324
1942, 405
1944, 324
1946, 405
1948, 324
1950, 405
1952, 324
1954, 405
1956, 324
1958, 405
1960, 324
1962, 405
1964, 324
1966, 405
1968, 405
1970, 10
1972, 10
1974, 10
1976, 10
1978, 10
1980, 405
1982, 324
1984, 405
1986, 324
1988, 405
1990, 324
1992, 405
1994, 324
1996, 405
1998, 324
